judul,lemmatized,kategori,tanggal_upload,waktu_upload,link_berita
"PTM di Tangerang Dihentikan, Tangsel, Jakarta, dan Depok Jalan Terus",ptm tangerang henti tangsel jakarta depok jalan,NEWS,27/01/2022, 09:57 WIB,https://megapolitan.kompas.com/read/2022/01/27/09574741/ptm-di-tangerang-dihentikan-tangsel-jakarta-dan-depok-jalan-terus
"Ditantang Romantis ke Irwansyah di Depan Acha Septriasa, Zaskia Sungkar: Aneh Banget",tantang romantis irwansyah acha septriasa zaskia sungkar aneh,HYPE,27/01/2022, 09:54 WIB,https://www.kompas.com/hype/read/2022/01/27/095413266/ditantang-romantis-ke-irwansyah-di-depan-acha-septriasa-zaskia-sungkar-aneh
"Keterisian RS di Jakarta Meningkat, Masyarakat Diimbau Manfaatkan Telemedisin",isi rs jakarta tingkat masyarakat imbau manfaat telemedisin,NEWS,27/01/2022, 09:52 WIB,https://nasional.kompas.com/read/2022/01/27/09522041/keterisian-rs-di-jakarta-meningkat-masyarakat-diimbau-manfaatkan-telemedisin
"Sinopsis Serial Chosen, Ungkap Rahasia di Balik Jatuhnya Meteor",sinopsis serial chosen rahasia jatuh meteor,HYPE,27/01/2022, 09:50 WIB,https://www.kompas.com/hype/read/2022/01/27/095040366/sinopsis-serial-chosen-ungkap-rahasia-di-balik-jatuhnya-meteor
Kisah Warga Setuju dan Tolak Wacana Dihapusnya Sistem Rujukan BPJS Kesehatan,kisah warga tuju tolak wacana hapus sistem rujuk bpjs sehat,NEWS,27/01/2022, 09:47 WIB,https://nasional.kompas.com/read/2022/01/27/09474031/kisah-warga-setuju-dan-tolak-wacana-dihapusnya-sistem-rujukan-bpjs-kesehatan
"KSP Terima Laporan, Warga Jakarta Mulai Kesulitan Cari RS Seiring Kasus Covid-19 Melonjak",ksp terima lapor warga jakarta sulit cari rs iring covid lonjak,NEWS,27/01/2022, 09:46 WIB,https://nasional.kompas.com/read/2022/01/27/09464461/ksp-terima-laporan-warga-jakarta-mulai-kesulitan-cari-rs-seiring-kasus-covid
Mau Tukar Valas? Cek Kurs Rupiah Hari Ini di BNI hingga Bank Mandiri,tukar valas cek kurs rupiah bni hingga bank mandiri,MONEY,27/01/2022, 09:45 WIB,https://money.kompas.com/read/2022/01/27/094500726/mau-tukar-valas-cek-kurs-rupiah-hari-ini-di-bni-hingga-bank-mandiri
"Khawatir Konflik Rusia-Ukraina Memuncak, AS Cari Bantuan ke Qatar Amankan Gas ke Eropa",khawatir konflik rusia ukraina puncak as cari bantu qatar aman gas eropa,GLOBAL,27/01/2022, 09:45 WIB,https://www.kompas.com/global/read/2022/01/27/094500670/khawatir-konflik-rusia-ukraina-memuncak-as-cari-bantuan-ke-qatar-amankan
"Buntut Kasus Dugaan Pungli, Kepala Pasar Tumenggungan Kebumen Dicopot",buntut duga pungli kepala pasar tumenggung kebumen copot,REGIONAL,27/01/2022, 09:44 WIB,https://regional.kompas.com/read/2022/01/27/094453678/buntut-kasus-dugaan-pungli-kepala-pasar-tumenggungan-kebumen-dicopot
6 Cara Kreatif Memajang Tanaman Sukulen di Rumah ,kreatif pajang tanam sukulen rumah,HOMEY,27/01/2022, 09:42 WIB,https://www.kompas.com/homey/read/2022/01/27/094200376/6-cara-kreatif-memajang-tanaman-sukulen-di-rumah-
Marc Marquez Memastikan Diri Ikut Tes Pramusim Sepang dan Mandalika,marc marquez tes pramusim sepang mandalika,OTOMOTIF,27/01/2022, 09:42 WIB,https://otomotif.kompas.com/read/2022/01/27/094200515/marc-marquez-memastikan-diri-ikut-tes-pramusim-sepang-dan-mandalika
Link Live Streaming Timnas Indonesia Vs Timor Leste Malam Ini,link live streaming timnas indonesia vs timor leste malam,BOLA,27/01/2022, 09:40 WIB,https://bola.kompas.com/read/2022/01/27/09400068/link-live-streaming-timnas-indonesia-vs-timor-leste-malam-ini
"Polisi: Tidak Ada Bentrok Lanjutan di Sorong, Dua Kubu Sudah Berdamai",polisi bentrok lanjut sorong kubu damai,REGIONAL,27/01/2022, 09:33 WIB,https://regional.kompas.com/read/2022/01/27/093330678/polisi-tidak-ada-bentrok-lanjutan-di-sorong-dua-kubu-sudah-berdamai
Mantan Bupati Buru Selatan Diduga Tentukan Pemenang Proyek hingga Terima Suap Rp 10 Miliar,mantan bupati buru selatan duga tentu menang proyek hingga terima suap rp miliar,NEWS,27/01/2022, 09:33 WIB,https://nasional.kompas.com/read/2022/01/27/09331671/mantan-bupati-buru-selatan-diduga-tentukan-pemenang-proyek-hingga-terima
Serba-serbi Menarik dari Proses Syuting Serial Turut Berduka Cita ,serba serbi tarik proses syuting serial duka cita,HYPE,27/01/2022, 09:32 WIB,https://www.kompas.com/hype/read/2022/01/27/093230766/serba-serbi-menarik-dari-proses-syuting-serial-turut-berduka-cita
"Apa Itu Kopasgat, Nama Baru Satuan Elite Korps Paskhas?",kopasgat nama satu elite korps paskhas,TREN,27/01/2022, 09:31 WIB,https://www.kompas.com/tren/read/2022/01/27/093100765/apa-itu-kopasgat-nama-baru-satuan-elite-korps-paskhas
"7 Perwira Tinggi TNI AU Naik Pangkat, Ini Daftarnya",perwira tni au pangkat daftar,NEWS,27/01/2022, 09:30 WIB,https://nasional.kompas.com/read/2022/01/27/09300121/7-perwira-tinggi-tni-au-naik-pangkat-ini-daftarnya
"Paus Tak Tenggelam Saat Telan Banyak Air,  Apa Rahasianya?",paus tak tenggelam telan air rahasia,SAINS,27/01/2022, 09:30 WIB,https://www.kompas.com/sains/read/2022/01/27/093000323/paus-tak-tenggelam-saat-telan-banyak-air-apa-rahasianya-
"Tak Terbukti Palsukan Akta dan Curi 21 SHGB dan SHM, Liem Kwek Liong Divonis Bebas",tak bukti palsu akta curi shgb shm liem kwek liong vonis bebas,PROPERTI,27/01/2022, 09:30 WIB,https://www.kompas.com/properti/read/2022/01/27/093000321/tak-terbukti-palsukan-akta-dan-curi-21-shgb-dan-shm-liem-kwek-liong
5 Tips Sederhana Turunkan Berat Badan Tanpa Berolahraga,tips sederhana turun berat badan olahraga,LIFESTYLE,27/01/2022, 09:30 WIB,https://lifestyle.kompas.com/read/2022/01/27/093000320/5-tips-sederhana-turunkan-berat-badan-tanpa-berolahraga
Bupati Banyumas Ancam Tutup Sekolah yang Tak Terapkan Prokes Covid-19,bupati banyumas ancam tutup sekolah tak terap prokes covid,REGIONAL,27/01/2022, 09:26 WIB,https://regional.kompas.com/read/2022/01/27/092644778/bupati-banyumas-ancam-tutup-sekolah-yang-tak-terapkan-prokes-covid-19
Cara Mendeteksi Konten Deepfake...,deteksi konten deepfake,CEK FAKTA,27/01/2022, 09:26 WIB,https://www.kompas.com/cekfakta/read/2022/01/27/092600082/cara-mendeteksi-konten-deepfake-
Saat Saksi Ungkap Pengaruh Munarman dalam Acara Baiat ISIS...,saksi pengaruh munarman acara baiat isis,NEWS,27/01/2022, 09:25 WIB,https://megapolitan.kompas.com/read/2022/01/27/09251451/saat-saksi-ungkap-pengaruh-munarman-dalam-acara-baiat-isis
Saat Wakil Rakyat Ramai-ramai Kutuk Aksi Bupati Langkat Soal Kerangkeng hingga Perbudakan,wakil rakyat ramai ramai kutuk aksi bupati langkat kerangkeng hingga budak,NEWS,27/01/2022, 09:25 WIB,https://nasional.kompas.com/read/2022/01/27/09250881/saat-wakil-rakyat-ramai-ramai-kutuk-aksi-bupati-langkat-soal-kerangkeng
"Pagi Ini, IHSG dan Rupiah Bergerak di Zona Merah",pagi ihsg rupiah gerak zona merah,MONEY,27/01/2022, 09:25 WIB,https://money.kompas.com/read/2022/01/27/092506126/pagi-ini-ihsg-dan-rupiah-bergerak-di-zona-merah
"Hyundai Creta Mulai Dikirim ke Diler, Konsumen Sudah Bisa Tes",hyundai creta kirim diler konsumen tes,OTOMOTIF,27/01/2022, 09:22 WIB,https://otomotif.kompas.com/read/2022/01/27/092200915/hyundai-creta-mulai-dikirim-ke-diler-konsumen-sudah-bisa-tes
Sidang Perdana Olivia Nathania dan Ancaman 4 Tahun Penjara ,sidang perdana olivia nathania ancam penjara,HYPE,27/01/2022, 09:21 WIB,https://www.kompas.com/hype/read/2022/01/27/092144566/sidang-perdana-olivia-nathania-dan-ancaman-4-tahun-penjara
"Pelatih Timor Leste Punya Banyak Kenalan di Indonesia, Akrab dengan Bek Persib",latih timor leste kenal indonesia akrab bek persib,BOLA,27/01/2022, 09:20 WIB,https://bola.kompas.com/read/2022/01/27/09200038/pelatih-timor-leste-punya-banyak-kenalan-di-indonesia-akrab-dengan-bek-persib
"Cegah Penularan Covid-19, Orangtua Diminta Tak Paksa Anak ke Sekolah jika Mengeluh Sakit",cegah tular covid orangtua tak paksa anak sekolah keluh sakit,NEWS,27/01/2022, 09:14 WIB,https://megapolitan.kompas.com/read/2022/01/27/09140471/cegah-penularan-covid-19-orangtua-diminta-tak-paksa-anak-ke-sekolah-jika
Alif Alli Diperiksa atas Dugaan Pemalsuan KTP dan Akta Anak hingga Pesannya kepada Aska Ongi,alif alli periksa duga palsu ktp akta anak hingga pesan aska ong,HYPE,27/01/2022, 09:14 WIB,https://www.kompas.com/hype/read/2022/01/27/091403466/alif-alli-diperiksa-atas-dugaan-pemalsuan-ktp-dan-akta-anak-hingga-pesannya
"Bus Baru PO 27 Trans, Pakai Sasis Mercedes Benz dan Bodi Adiputro",bus po trans pakai sasis mercedes benz bodi adiputro,OTOMOTIF,27/01/2022, 09:12 WIB,https://otomotif.kompas.com/read/2022/01/27/091200515/bus-baru-po-27-trans-pakai-sasis-mercedes-benz-dan-bodi-adiputro
"Kekayaannya Dibandingkan dengan Raffi Ahmad, Nagita Slavina: Bumi Sama Langit",kaya banding raffi ahmad nagita slavina bumi langit,HYPE,27/01/2022, 09:11 WIB,https://www.kompas.com/hype/read/2022/01/27/091149266/kekayaannya-dibandingkan-dengan-raffi-ahmad-nagita-slavina-bumi-sama-langit
"Linggarjati Joglo, Penginapan Glamping Unik di Magelang",linggarjati joglo inap glamping unik magelang,TRAVEL,27/01/2022, 09:11 WIB,https://travel.kompas.com/read/2021/04/21/115300327/linggarjati-joglo-penginapan-glamping-unik-di-magelang
"Ibu yang Tolak Divaksin di Boltim hingga Minta Ditembak Polisi, Ini Kata Polda Sulut",tolak vaksin boltim hingga tembak polisi polda sulut,REGIONAL,27/01/2022, 09:11 WIB,https://regional.kompas.com/read/2022/01/27/091102278/ibu-yang-tolak-divaksin-di-boltim-hingga-minta-ditembak-polisi-ini-kata
"Pemerintah Bebaskan 4 Dokumen dari Bea Meterai, Ini Perinciannya",perintah bebas dokumen bea meterai perinci,MONEY,27/01/2022, 09:09 WIB,https://money.kompas.com/read/2022/01/27/090900726/pemerintah-bebaskan-4-dokumen-dari-bea-meterai-ini-perinciannya
Saat Menhan Prabowo Ziarah Makam Pahlawan dan Bicara Soal Kemerdekaan,menhan prabowo ziarah makam pahlawan bicara merdeka,NEWS,27/01/2022, 09:07 WIB,https://megapolitan.kompas.com/read/2022/01/27/09070991/saat-menhan-prabowo-ziarah-makam-pahlawan-dan-bicara-soal-kemerdekaan
"Aquaracer Professional 200, Arloji Selam TAG Heuer Rilisan Terbaru",aquaracer professional arloji selam tag heuer rilis baru,LIFESTYLE,27/01/2022, 09:07 WIB,https://lifestyle.kompas.com/read/2022/01/27/090700820/aquaracer-professional-200-arloji-selam-tag-heuer-rilisan-terbaru
Cara Membuat Pupuk dari Minuman Probiotik agar Tanaman Cepat Berbuah,pupuk minum probiotik tanam cepat buah,HOMEY,27/01/2022, 09:05 WIB,https://www.kompas.com/homey/read/2022/01/27/090500476/cara-membuat-pupuk-dari-minuman-probiotik-agar-tanaman-cepat-berbuah
Lirik dan Chord Lagu A Beautiful Mess - Jason Mraz,lirik chord lagu a beautiful mess jason mraz,HYPE,27/01/2022, 09:05 WIB,https://www.kompas.com/hype/read/2022/01/27/090500466/lirik-dan-chord-lagu-a-beautiful-mess-jason-mraz
"Viral, Video WNA Protes dan Mengamuk di Bandara Ngurah Rai Bali karena Ketinggalan Pesawat",viral video wna protes amuk bandara ngurah rai bal tinggal pesawat,REGIONAL,27/01/2022, 09:03 WIB,https://denpasar.kompas.com/read/2022/01/27/090317378/viral-video-wna-protes-dan-mengamuk-di-bandara-ngurah-rai-bali-karena
Pakar UGM: Kasus Miliarder Tuban Jatuh Miskin Jangan Sampai Terulang,pakar ugm miliarder tuban jatuh miskin ulang,EDUKASI,27/01/2022, 09:03 WIB,https://www.kompas.com/edu/read/2022/01/27/090312771/pakar-ugm-kasus-miliarder-tuban-jatuh-miskin-jangan-sampai-terulang
"Resep Madu Mongso Tahan Lama, Aduk Lama dengan Api Stabil",resep madu mongso tahan aduk api stabil,FOOD,27/01/2022, 09:03 WIB,https://www.kompas.com/food/read/2022/01/27/090300075/resep-madu-mongso-tahan-lama-aduk-lama-dengan-api-stabil
"Tak Terjadi Alami, Simpanse Juga Butuh Latihan untuk Gunakan Alat ",tak alami simpanse butuh latih alat,SAINS,27/01/2022, 09:03 WIB,https://www.kompas.com/sains/read/2022/01/27/090300423/tak-terjadi-alami-simpanse-juga-butuh-latihan-untuk-gunakan-alat-
Rumor Honda Vario 160 Siap Meluncur Bulan Depan,rumor honda vario luncur,OTOMOTIF,27/01/2022, 09:02 WIB,https://otomotif.kompas.com/read/2022/01/27/090200415/rumor-honda-vario-160-siap-meluncur-bulan-depan
Permintaan Maaf Jerome Polin dan Teguran Sean Gelael,minta maaf jerome polin tegur sean gelael,HYPE,27/01/2022, 09:00 WIB,https://www.kompas.com/hype/read/2022/01/27/090041366/permintaan-maaf-jerome-polin-dan-teguran-sean-gelael
Karsinoma Sel Basal,karsinoma sel basal,HEALTH,27/01/2022, 09:00 WIB,https://health.kompas.com/penyakit/read/2022/01/27/090000568/karsinoma-sel-basal
India Pamerkan Kekuatan Militer dalam Parade Hari Republik,india pamer kuat militer parade republik,GLOBAL,27/01/2022, 09:00 WIB,https://www.kompas.com/global/read/2022/01/27/090000670/india-pamerkan-kekuatan-militer-dalam-parade-hari-republik
"Cro-Magnon, Nenek Moyang Manusia Modern",cro magnon nenek moyang manusia modern,STORI,27/01/2022, 09:00 WIB,https://www.kompas.com/stori/read/2022/01/27/090000979/cro-magnon-nenek-moyang-manusia-modern
"Alasan Mancini Panggil Balotelli ke Timnas Italia, Bukan karena Putus Asa",alas mancini panggil balotelli timnas italia putus asa,BOLA,27/01/2022, 09:00 WIB,https://bola.kompas.com/read/2022/01/27/09000048/alasan-mancini-panggil-balotelli-ke-timnas-italia-bukan-karena-putus-asa
Nama-nama yang Disebut Pimpin Ibu Kota Baru: Ahok hingga Kang Emil,nama nama pimpin kota ahok hingga kang emil,TREN,27/01/2022, 09:00 WIB,https://www.kompas.com/tren/read/2022/01/27/090000965/nama-nama-yang-disebut-pimpin-ibu-kota-baru-ahok-hingga-kang-emil
"Hindari Miskomunikasi dalam Hubungan Asmara, Begini Caranya",hindar miskomunikasi hubung asmara,LIFESTYLE,27/01/2022, 09:00 WIB,https://lifestyle.kompas.com/read/2022/01/27/090000920/hindari-miskomunikasi-dalam-hubungan-asmara-begini-caranya
"Soal Biaya Hapusbuku Eks HGU PTPN 2, Pantaskah Kementerian BUMN Jualan Tanah?",biaya hapusbuku eks hgu ptpn pantas menteri bumn jual tanah,PROPERTI,27/01/2022, 09:00 WIB,https://www.kompas.com/properti/read/2022/01/27/090000121/soal-biaya-hapusbuku-eks-hgu-ptpn-2-pantaskah-kementerian-bumn-jualan
4 Sifat Iklim Organisasi,sifat iklim organisasi,SKOLA,27/01/2022, 09:00 WIB,https://www.kompas.com/skola/read/2022/01/27/090000169/4-sifat-iklim-organisasi
"Kantor Pinjol Ilegal di PIK 2 Digerebek, Pekerjakan Anak di Bawah Umur, 99 Orang Diamankan",kantor pinjol ilegal pik gerebek kerja anak umur orang aman,NEWS,27/01/2022, 08:56 WIB,https://megapolitan.kompas.com/read/2022/01/27/08564771/kantor-pinjol-ilegal-di-pik-2-digerebek-pekerjakan-anak-di-bawah-umur-99
USU Akan Terima 7.150 Mahasiswa Baru di 2022,usu terima mahasiswa,EDUKASI,27/01/2022, 08:55 WIB,https://www.kompas.com/edu/read/2022/01/27/085524271/usu-akan-terima-7150-mahasiswa-baru-di-2022
KPK Klaim Selamatkan Keuangan Negara Rp 114 Triliun Selama 2021,kpk klaim selamat uang negara rp triliun,NEWS,27/01/2022, 08:55 WIB,https://nasional.kompas.com/read/2022/01/27/08551131/kpk-klaim-selamatkan-keuangan-negara-rp-114-triliun-selama-2021
Lirik dan Chord Lagu A World With You - Jason Mraz,lirik chord lagu a world with you jason mraz,HYPE,27/01/2022, 08:55 WIB,https://www.kompas.com/hype/read/2022/01/27/085500066/lirik-dan-chord-lagu-a-world-with-you-jason-mraz
Apple Kuasai Pasar Ponsel China berkat iPhone 13,apple kuasa pasar ponsel china berkat iphone,TEKNO,27/01/2022, 08:51 WIB,https://tekno.kompas.com/read/2022/01/27/08510027/apple-kuasai-pasar-ponsel-china-berkat-iphone-13
Keluarga Korban Pembunuhan Ibu dan Anak di Kupang Terbang ke Jakarta untuk Cari Keadilan,keluarga korban bunuh anak kupang terbang jakarta cari adil,REGIONAL,27/01/2022, 08:50 WIB,https://regional.kompas.com/read/2022/01/27/085008278/keluarga-korban-pembunuhan-ibu-dan-anak-di-kupang-terbang-ke-jakarta-untuk
"Begini Penampakan Kerangkeng di Rumah Mewah Bupati Langkat, Toilet dan Ranjang Ada di Satu Ruangan",tampak kerangkeng rumah mewah bupati langkat toilet ranjang ruang,REGIONAL,27/01/2022, 08:50 WIB,https://medan.kompas.com/read/2022/01/27/085000778/begini-penampakan-kerangkeng-di-rumah-mewah-bupati-langkat-toilet-dan-ranjang
"Video Viral Pemain Sepakbola di Muara Angke Disebut Rusak Bangunan, Ini Kronologinya",video viral main sepakbola muara angke rusak bangun kronologi,NEWS,27/01/2022, 08:48 WIB,https://megapolitan.kompas.com/read/2022/01/27/08484611/video-viral-pemain-sepakbola-di-muara-angke-disebut-rusak-bangunan-ini
Harga Emas Antam Hari Ini Anjlok Rp 12.000 per Gram,harga emas antam anjlok rp gram,MONEY,27/01/2022, 08:45 WIB,https://money.kompas.com/read/2022/01/27/084521626/harga-emas-antam-hari-ini-anjlok-rp-12000-per-gram
Lirik dan Chord Lagu Absolutely Zero - Jason Mraz,lirik chord lagu absolutely zero jason mraz,HYPE,27/01/2022, 08:45 WIB,https://www.kompas.com/hype/read/2022/01/27/084500566/lirik-dan-chord-lagu-absolutely-zero-jason-mraz
Kronologi Dugaan Suap Rekayasa Pajak yang Dilakukan 2 Mantan Pejabat Ditjen Pajak,kronologi duga suap rekayasa pajak mantan jabat ditjen pajak,NEWS,27/01/2022, 08:42 WIB,https://nasional.kompas.com/read/2022/01/27/08421721/kronologi-dugaan-suap-rekayasa-pajak-yang-dilakukan-2-mantan-pejabat-ditjen
Pentingnya Memilih Bahan Bakar yang Sesuai Kompresi Mesin,pilih bahan bakar sesuai kompresi mesin,OTOMOTIF,27/01/2022, 08:42 WIB,https://otomotif.kompas.com/read/2022/01/27/084200215/pentingnya-memilih-bahan-bakar-yang-sesuai-kompresi-mesin
Sejarah Atletik di Olimpiade Modern Pertama,sejarah atletik olimpiade modern,BOLA,27/01/2022, 08:40 WIB,https://www.kompas.com/sports/read/2022/01/27/08400018/sejarah-atletik-di-olimpiade-modern-pertama
"”Sudah Jadi Rahasia Umum di Kalangan Pengusaha di Talaud, Harus Berikan Fee 10 Persen kepada Terdakwa Selaku Bupati”",rahasia kalang usaha talaud fee persen dakwa bupati,REGIONAL,27/01/2022, 08:38 WIB,https://regional.kompas.com/read/2022/01/27/083850378/sudah-jadi-rahasia-umum-di-kalangan-pengusaha-di-talaud-harus-berikan-fee
"Bank Neo Commerce Catat 96,86 Juta Transaksi Perbankan di Kuartal IV 2021",bank neo commerce catat juta transaksi bank kuartal iv,MONEY,27/01/2022, 08:38 WIB,https://money.kompas.com/read/2022/01/27/083800026/bank-neo-commerce-catat-96-86-juta-transaksi-perbankan-di-kuartal-iv-2021
Ingin Buat Kedai Kopi ala Ben dan Jody Filosofi Kopi? Simak Tips Berikut,kedai kopi ben jody filosofi kopi simak tips,MONEY,27/01/2022, 08:37 WIB,https://money.kompas.com/read/2022/01/27/083700626/ingin-buat-kedai-kopi-ala-ben-dan-jody-filosofi-kopi-simak-tips-berikut
8 Takhayul Aneh yang Kerap Dikaitkan dengan Keluarga Kerajaan Inggris,takhayul aneh kait keluarga raja inggris,LIFESTYLE,27/01/2022, 08:36 WIB,https://lifestyle.kompas.com/read/2022/01/27/083643320/8-takhayul-aneh-yang-kerap-dikaitkan-dengan-keluarga-kerajaan-inggris
Lirik dan Chord Lagu All Dialed In - Jason Mraz,lirik chord lagu all dialed in jason mraz,HYPE,27/01/2022, 08:35 WIB,https://www.kompas.com/hype/read/2022/01/27/083500766/lirik-dan-chord-lagu-all-dialed-in-jason-mraz
"Kurir Bawa Ganja 17 Kg Ditangkap, Dibayar Rp 1 Juta Per Kg, 2 Pengendali Masih Diburu",kurir bawa ganja tangkap bayar rp juta kendali buru,NEWS,27/01/2022, 08:34 WIB,https://megapolitan.kompas.com/read/2022/01/27/08342371/kurir-bawa-ganja-17-kg-ditangkap-dibayar-rp-1-juta-per-kg-2-pengendali
"Kejagung Pastikan Pengusutan Kasus Pelanggaran HAM Berat Paniai Berproses, Beberapa Saksi TNI Diperiksa",jagung pasti usut langgar ham berat paniai proses saksi tni periksa,NEWS,27/01/2022, 08:32 WIB,https://nasional.kompas.com/read/2022/01/27/08324791/kejagung-pastikan-pengusutan-kasus-pelanggaran-ham-berat-paniai-berproses
"Mengenal Resistensi Antimikroba, Apa Itu?",kenal resistensi antimikroba,SAINS,27/01/2022, 08:31 WIB,https://www.kompas.com/sains/read/2022/01/27/083100723/mengenal-resistensi-antimikroba-apa-itu-
"Rincian Harga Emas Hari Ini di Pegadaian, dari 0,5 Gram hingga 1 Kg",rincian harga emas gadai gram hingga,MONEY,27/01/2022, 08:31 WIB,https://money.kompas.com/read/2022/01/27/083100626/rincian-harga-emas-hari-ini-di-pegadaian-dari-0-5-gram-hingga-1-kg
Update Corona 27 Januari: Kasus Harian Indonesia Tembus 7.000 | Denmark Cabut Pembatasan,update corona januari hari indonesia tembus denmark cabut batas,TREN,27/01/2022, 08:31 WIB,https://www.kompas.com/tren/read/2022/01/27/083100965/update-corona-27-januari--kasus-harian-indonesia-tembus-7.000-denmark-cabut
"Polda Papua Barat Buka Posko 'Antemortem"" untuk Keluarga Korban Terbakar Bentrokan di Sorong",polda papua barat buka posko antemortem keluarga korban bakar bentrok sorong,REGIONAL,27/01/2022, 08:30 WIB,https://regional.kompas.com/read/2022/01/27/083002078/polda-papua-barat-buka-posko-antemortem-untuk-keluarga-korban-terbakar
